191.67874821897593,411.1159556694875,-0.0013643652200698853
239.1960890985581,383.1838989496604,-12.165343284606934
265.06194064207443,328.53567784498745,-18.195999145507812
240.53341187459648,288.2644274769069,-23.49256134033203
210.64745485772218,284.463283776676,-27.36896324157715
235.70227033524532,241.62007873133894,-9.029379844665527
239.61119382001766,182.86241219658908,-15.116320610046387
241.66475067056925,136.40770193064924,-21.055456161499023
242.05189184830277,91.33440716560935,-25.739177703857422
199.50487664860498,239.512787037863,-8.99435806274414
203.41770568279637,172.4419072904759,-13.653356552124023
